gene_id	SRR518892
YDR256C	2.0
YDR257C	3.0
YDR258C	0.0
YDR259C	0.0
YDR260C	10.0
YDR261C	7.0
YDR262W	12.0
YDR263C	8.0
YDR264C	17.0
YDR265W	2.0
YDR266C	0.0
YDR267C	5.0
YDR268W	7.0
YDR269C	0.0
YDR270W	5.0
YDR271C	1.0
YDR272W	3.0
YDR273W	1.0
YDR274C	2.0
YDR275W	5.0
YDR276C	66.0
YDR277C	1.0
YDR278C	0.0
YDR279W	3.0
YDR280W	4.0
YDR281C	6.0
YDR282C	6.0
YDR283C	2.0
YDR284C	7.0
YDR285W	2.0
YDR286C	14.0
YDR287W	1.0
YDR288W	1.0
YDR289C	0.0
YDR290W	1.0
YDR291W	5.0
YDR292C	13.0
YDR293C	3.0
YDR294C	4.0
YDR295C	4.0
YDR296W	9.0
YDR297W	19.0
YDR298C	38.0
YDR299W	6.0
YDR300C	11.0
YDR301W	5.0
YDR302W	8.0
YDR303C	8.0
YDR304C	60.0
YDR305C	7.0
YDR306C	1.0
YDR307W	4.0
YDR308C	24.144
YDR309C	7.0
YDR310C	7.0
YDR311W	3.0
YDR312W	3.0
YDR313C	0.0
YDR314C	0.0
YDR315C	0.0
YDR316W	2.0
YDR317W	10.0
YDR318W	6.0
YDR319C	3.0
YDR320C	17.0
YDR320C-A	29.0
YDR320W-B	6.0
YDR321W	26.0
YDR322C-A	73.0
YDR322W	5.0
YDR323C	0.0
YDR324C	1.0
YDR325W	3.0
YDR326C	9.0
YDR327W	9.0
YDR328C	20.0
YDR329C	2.0
YDR330W	3.0
YDR331W	10.0
YDR332W	6.0
YDR333C	8.0
YDR334W	8.0
YDR335W	4.0
YDR336W	7.0
YDR337W	3.0
YDR338C	6.0
YDR339C	77.0
YDR340W	0.0
YDR341C	38.0
YDR342C	19.198
YDR343C	0.0
YDR344C	6.0
YDR345C	75.802
YDR346C	26.0
YDR347W	5.0
YDR348C	2.0
YDR349C	7.0
YDR350C	8.0
YDR351W	2.0
YDR352W	2.0
YDR353W	33.0
YDR354C-A	0.0
YDR354W	16.0
YDR355C	0.0
YDR356W	2.0
YDR357C	23.0
YDR358W	0.0
YDR359C	2.0
YDR360W	0.0
YDR361C	12.0
YDR362C	4.0
YDR363W	0.0
YDR363W-A	29.0
YDR364C	7.0
YDR365C	18.0
YDR366C	93.0
YDR367W	15.0
YDR368W	32.0
YDR369C	14.0
YDR370C	5.0
YDR371C-A	0.0
YDR371W	1.0
YDR372C	11.0
YDR373W	1.0
YDR374C	0.0
YDR374W-A	4.0
YDR375C	5.0
YDR376W	2.0
YDR377W	37.0
YDR378C	22.0
YDR379C-A	0.0
YDR379W	2.0
YDR380W	10.0
YDR381C-A	121.0
YDR381W	9.0
YDR382W	48.0
YDR383C	4.0
YDR384C	61.0
YDR385W	86.697
YDR386W	8.0
YDR387C	0.0
YDR388W	83.0
YDR389W	2.0
YDR390C	4.0
YDR391C	2.0
YDR392W	0.0
YDR393W	4.0
YDR394W	26.0
YDR395W	10.0
YDR396W	5.643
YDR397C	18.357
YDR398W	10.0
YDR399W	34.0
YDR400W	2.0
YDR401W	0.0
YDR402C	0.0
YDR403W	1.0
YDR404C	18.0
YDR405W	23.0
YDR406W	7.0
YDR406W-A	0.0
YDR407C	5.0
YDR408C	28.0
YDR409W	0.0
YDR410C	8.0
YDR411C	3.0
YDR412W	10.62
YDR413C	1.38
YDR414C	2.0
YDR415C	3.0
YDR416W	12.0
YDR417C	3757.106
YDR418W	181.894
YDR419W	1.0
YDR420W	2.0
YDR421W	5.0
YDR422C	8.0
YDR423C	9.0
YDR424C	14.0
YDR425W	14.0
YDR426C	3.0
YDR427W	11.0
YDR428C	13.0
YDR429C	82.0
YDR430C	2.0
YDR431W	0.0
YDR432W	67.0
YDR433W	0.0
YDR434W	1.0
YDR435C	5.0
YDR436W	4.0
YDR437W	3.0
YDR438W	1.0
YDR439W	2.0
YDR440W	0.0
YDR441C	5.0
YDR442W	0.0
YDR443C	5.0
YDR444W	9.0
YDR445C	1.0
YDR446W	0.0
YDR447C	386.0
YDR448W	3.0
YDR449C	26.0
YDR450W	213.497
YDR451C	10.0
YDR452W	20.0
YDR453C	4.0
YDR454C	47.0
YDR455C	16.993
YDR456W	3.007
YDR457W	7.0
YDR458C	3.0
YDR459C	7.0
YDR460W	3.0
YDR461C-A	3.0
YDR461W	0.0
YDR462W	3.0
YDR463W	6.0
YDR464C-A	0.0
YDR464W	5.0
YDR465C	5.0
YDR466W	2.0
YDR467C	1.0
YDR468C	4.0
YDR469W	11.0
YDR470C	2.0
YDR471W	463.0
YDR472W	5.0
YDR473C	2.0
YDR475C	2.0
YDR476C	24.0
YDR477W	0.0
YDR478W	0.0
YDR479C	11.0
YDR480W	0.0
YDR481C	0.0
YDR482C	17.0
YDR483W	19.0
YDR484W	1.0
YDR485C	1.0
YDR486C	1.0
YDR487C	22.0
YDR488C	5.0
YDR489W	2.0
YDR490C	10.0
YDR491C	33.0
YDR492W	5.0
YDR493W	7.0
YDR494W	2.0
YDR495C	4.0
YDR496C	9.0
YDR497C	34.0
YDR498C	3.0
YDR499W	3.0
YDR500C	170.321
YDR501W	1.0
YDR502C	13.0
YDR503C	2.0
YDR504C	0.0
YDR505C	0.0
YDR506C	4.0
YDR507C	1.0
YDR508C	23.949
YDR509W	13.051
YDR510C-A	4.0
YDR510W	78.0
YDR511W	38.0
YDR512C	92.0
YDR513W	133.0
YDR514C	5.0
YDR515W	1.0
YDR516C	2.0
YDR517W	5.0
YDR518W	8.0
YDR519W	109.0
YDR520C	8.0
YDR521W	0.0
YDR522C	1.0
YDR523C	0.0
YDR524C	3.0
YDR524C-A	1.0
YDR524C-B	886.866
YDR524W-C	0.0
YDR525W	0.0
YDR525W-A	15.0
YDR526C	0.0
YDR527W	10.0
YDR528W	1.0
YDR529C	26.0
YDR530C	1.0
YDR531W	3.0
YDR532C	2.0
YDR533C	4.0
YDR534C	0.0
YDR535C	0.0
YDR536W	0.0
YDR537C	6.0
YDR538W	0.0
YDR539W	10.0
YDR540C	0.0
YDR541C	1.0
YDR542W	0.0
YDR543C	0.0
YDR544C	0.0
YDR545C-A	0.0
YDR545W	10.282
YEL001C	27.0
YEL002C	4.0
YEL003W	4.0
YEL004W	3.0
YEL005C	1.0
YEL006W	5.0
YEL007W	25.0
YEL008C-A	0.0
YEL008W	2.0
YEL009C	154.0
YEL009C-A	0.0
YEL010W	4.0
YEL011W	4.0
YEL012W	0.0
YEL013W	6.0
YEL014C	1.0
YEL015W	13.0
YEL016C	4.0
YEL017C-A	62.0
YEL017W	8.0
YEL018C-A	28.825
YEL018W	3.175
YEL019C	1.0
YEL020C	0.0
YEL020C-B	82.765
YEL020W-A	5.235
YEL021W	29.0
YEL022W	2.0
YEL023C	1.0
YEL024W	2.0
YEL025C	0.0
YEL026W	173.0
YEL027W	1244.0
YEL028W	0.0
YEL029C	4.0
YEL030C-A	0.0
YEL030W	1.0
YEL031W	14.0
YEL032C-A	0.0
YEL032W	3.0
YEL033W	422.0
YEL034C-A	9007.0
YEL034W	0.0
YEL035C	3.0
YEL036C	7.0
YEL037C	10.0
YEL038W	9.0
YEL039C	0.0
YEL040W	19.0
YEL041W	2.0
YEL042W	8.0
YEL043W	3.0
YEL044W	10.0
YEL045C	0.0
YEL046C	86.0
YEL047C	0.0
YEL048C	5.0
YEL049W	0.0
YEL050C	10.0
YEL050W-A	2.0
YEL051W	28.0
YEL052W	11.0
YEL053C	0.0
YEL053W-A	926.036
YEL054C	36.964
YEL055C	14.0
YEL056W	10.0
YEL057C	6.0
YEL058W	34.0
YEL059C-A	0.0
YEL059W	0.0
YEL060C	4.0
YEL061C	3.0
YEL062W	0.0
YEL063C	1.0
YEL064C	2.0
YEL065W	1.0
YEL066W	10.737
YEL067C	11.263
YEL068C	15.0
YEL069C	0.0
YEL070W	0.0
YEL071W	14.0
YEL072W	1.0
YEL073C	0.0
YEL074W	0.0
YEL075C	0.0
YEL075W-A	0.0
YEL076C	0.0
YEL076C-A	0.0
YEL077C	2.081
YEL077W-A	0.0
YER001W	15.0
YER002W	17.0
YER003C	22.0
YER004W	56.0
YER005W	9.0
YER006C-A	0.0
YER006W	6.0
YER007C-A	39.0
YER007W	8.0
YER008C	4.0
YER009W	32.0
YER010C	5.0
YER011W	2.0
YER012W	8.0
YER013W	6.0
YER014C-A	0.0
YER014W	3.0
YER015W	4.0
YER016W	0.0
YER017C	4.0
YER018C	16.0
YER019C-A	24.0
YER019W	37.0
YER020W	3.0
YER021W	5.0
YER022W	15.0
YER023C-A	0.0
YER023W	142.0
YER024W	9.0
YER025W	64.0
YER026C	50.0
YER027C	1.0
YER028C	1.0
YER029C	4.0
YER030W	38.0
YER031C	21.0
YER032W	6.0
YER033C	0.0
YER034W	0.0
YER035W	2.0
YER036C	25.0
YER037W	3.0
YER038C	10.0
YER038W-A	1.0
YER039C	0.0
YER039C-A	3.0
YER040W	3.0
YER041W	1.0
YER042W	2.0
YER043C	63.0
YER044C	10.0
YER044C-A	3.0
YER045C	1.0
YER046W	0.0
YER046W-A	1.0
YER047C	0.0
YER048C	26.0
YER048W-A	12.0
YER049W	2.0
YER050C	5.0
YER051W	1.0
YER052C	13.0
YER053C	7.0
YER053C-A	0.0
YER054C	3.0
YER055C	19.0
YER056C	52.0
YER056C-A	387.0
YER057C	56.0
YER058W	3.0
YER059W	5.0
YER060W	8.0
YER060W-A	2.0
YER061C	5.0
YER062C	3.0
YER063W	13.0
YER064C	35.0
YER065C	0.0
YER066C-A	37.0
YER066W	0.0
YER067C-A	1.0
YER067W	0.0
YER068C-A	8.0
YER068W	8.0
YER069W	11.0
YER070W	8.0
YER071C	13.0
YER072W	154.0
YER073W	12.0
YER074W	110.21
YER074W-A	11.0
YER075C	5.0
YER076C	4.0
YER076W-A	10.0
YER077C	1.0
YER078C	2.0
YER078W-A	1.0
YER079C-A	3.776
YER079W	7.0
YER080W	3.224
YER081W	2.0
YER082C	14.0
YER083C	37.0
YER084W	4.0
YER084W-A	0.0
YER085C	0.0
YER086W	31.0
YER087C-A	2.0
YER087C-B	43.0
YER087W	0.0
YER088C	3.0
YER088C-A	24.0
YER088W-B	1.0
YER089C	34.0
YER090C-A	0.0
YER090W	11.0
YER091C	2.0
YER091C-A	0.0
YER092W	5.0
YER093C	21.0
YER093C-A	0.0
YER094C	40.0
YER095W	50.0
YER096W	2.0
YER097W	0.0
YER098W	5.0
YER099C	20.0
YER100W	11.0
YER101C	2.0
YER102W	504.119
YER103W	7.0
YER104W	2.0
YER105C	11.0
YER106W	1.0
YER107C	4.0
YER107W-A	15.0
YER110C	21.0
YER111C	2.0
YER112W	7.0
YER113C	3.0
YER114C	9.0
YER115C	4.0
YER116C	9.0
YER117W	5116.981
YER118C	8.0
YER119C	10.0
YER119C-A	297.0
YER120W	57.0
YER121W	1.0
YER122C	9.0
YER123W	5.0
YER124C	21.0
YER125W	8.0
YER126C	11.0
YER127W	11.0
YER128W	14.0
YER129W	0.0
YER130C	1.0
YER131W	78.0
YER132C	4.0
YER133W	1.0
YER133W-A	8.705
YER134C	7.295
YER135C	0.0
YER136W	25.0
YER137C	4.146
YER137W-A	13.854
YER138W-A	2.0
YER139C	1.0
YER140W	8.0
YER141W	11.0
YER142C	5.0
YER143W	5.0
YER144C	6.0
YER145C	21.0
YER145C-A	22.0
YER146W	0.0
YER147C	12.0
YER147C-A	36.44
YER148W	2.56
YER148W-A	0.0
YER149C	0.0
YER150W	0.0
YER151C	3.0
YER152C	6.738
YER152W-A	6.262
YER153C	4.0
YER154W	46.0
YER155C	10.0
YER156C	83.0
YER157W	5.0
YER158C	8.0
YER158W-A	1.0
YER159C	4.0
YER161C	5.0
YER162C	2.0
YER163C	12.0
YER164W	1.0
YER165C-A	0.0
YER165W	33.0
YER166W	12.0
YER167W	7.0
YER168C	3.0
YER169W	5.0
YER170W	0.0
YER171W	15.0
YER172C	7.0
YER172C-A	0.0
YER173W	4.0
YER174C	0.0
YER175C	4.0
YER175W-A	2.0
YER176W	17.0
YER177W	145.0
YER178W	155.0
YER179W	5.0
YER180C	6.0
YER180C-A	2.0
YER181C	0.0
YER182W	3.0
YER183C	17.0
YER184C	0.0
YER185W	0.0
YER186C	2.0
YER187W	0.0
YER188C-A	0.0
YER188W	0.0
YER189W	0.0
YER190C-A	0.0
YER190W	0.0
YFL001W	14.0
YFL002C	6.0
YFL003C	16.0
YFL004W	13.0
YFL005W	14.0
YFL007W	2.0
YFL008W	2.0
YFL009W	2.0
YFL010C	61.371
YFL010W-A	27.986
YFL011W	0.0
YFL012W	0.0
YFL012W-A	1.0
YFL013C	0.0
YFL013W-A	4.0
YFL014W	0.0
YFL015C	0.0
YFL015W-A	0.0
YFL016C	1.0
YFL017C	62.0
YFL017W-A	12.0
YFL018C	51.0
YFL019C	0.0
YFL020C	0.0
YFL021C-A	7.581
YFL021W	6.419
YFL022C	23.0
YFL023W	0.0
YFL024C	5.0
YFL025C	0.0
YFL026W	0.0
YFL027C	2.0
YFL028C	33.0
YFL029C	1.0
YFL030W	1.0
YFL031C-A	0.0
YFL031W	19.0
YFL032W	0.0
YFL033C	2.0
YFL034C-A	32.0
YFL034C-B	2.0
YFL034W	1.0
YFL036W	1.0
YFL037W	33.0
YFL038C	89.0
YFL039C	112.0
YFL040W	1.0
YFL041W	3.0
YFL041W-A	0.0
YFL042C	9.0
YFL044C	10.0
YFL045C	39.0
YFL046W	6.0
YFL047W	2.0
YFL048C	13.0
YFL049W	8.0
YFL050C	0.0
YFL051C	2.0
YFL052W	0.0
YFL053W	1.0
YFL054C	1.0
YFL055W	2.0
YFL056C	0.0
YFL058W	0.0
YFL059W	0.5
YFL060C	1.5
YFL061W	0.0
YFL062W	0.0
YFL063W	0.0
YFL064C	0.0
YFL065C	0.0
YFL066C	0.0
YFL067W	0.0
YFL068W	10.923
YFR001W	5.0
YFR002W	3.0
YFR003C	1.0
YFR004W	6.0
YFR005C	2.0
YFR006W	52.0
YFR007W	19.0
YFR008W	1.0
YFR009W	15.0
YFR009W-A	0.0
YFR010W	3.0
YFR010W-A	0.0
YFR011C	7.0
YFR012W	1.0
YFR012W-A	0.0
YFR013W	3.0
YFR014C	7.0
YFR015C	7.0
YFR016C	2.0
YFR017C	0.0
YFR018C	4.0
YFR019W	10.0
YFR020W	2.0
YFR021W	2.0
YFR022W	0.0
YFR023W	0.0
YFR024C-A	12.0
YFR025C	9.0
YFR026C	1.0
YFR027W	2.0
YFR028C	1.0
YFR029W	6.0
YFR030W	2.0
YFR031C	3.0
YFR031C-A	307.173
YFR032C	0.0
YFR032C-A	47.0
YFR032C-B	8.0
YFR033C	13.0
YFR034C	12.0
YFR034W-A	0.0
YFR035C	44.0
YFR036W	7.0
YFR036W-A	92.316
YFR037C	17.684
YFR038W	8.0
YFR039C	2.0
YFR040W	1.0
YFR041C	0.0
YFR042W	10.0
YFR043C	8.0
YFR044C	31.0
YFR045W	3.0
YFR046C	4.0
YFR047C	33.0
YFR048W	2.0
YFR049W	11.0
YFR050C	16.0
YFR051C	23.0
YFR052C-A	4.0
YFR052W	14.0
YFR053C	1.0
YFR054C	0.0
YFR055W	18.025
YFR056C	41.975
YFR057W	0.0
YGL001C	13.0
YGL002W	6.0
YGL003C	7.0
YGL004C	6.0
YGL005C	3.0
YGL006W	16.0
YGL006W-A	0.0
YGL007C-A	0.0
YGL007W	0.0
YGL008C	90.0
YGL009C	2.0
YGL010W	2.0
YGL011C	66.0
YGL012W	35.0
YGL013C	12.0
YGL014C-A	0.0
YGL014W	1.0
YGL015C	0.0
YGL016W	10.0
YGL017W	3.0
YGL018C	5.0
YGL019W	32.0
YGL020C	7.0
YGL021W	8.0
YGL022W	10.0
YGL023C	1.0
YGL024W	2.0
YGL025C	5.0
YGL026C	41.0
YGL027C	21.0
YGL028C	4.0
YGL029W	5.0
YGL030W	604.0
YGL031C	247.0
YGL032C	0.0
YGL033W	1.0
YGL034C	0.0
YGL035C	0.0
YGL036W	3.0
YGL037C	5.0
YGL038C	25.0
YGL039W	4.0
YGL040C	5.0
YGL041C	0.0
YGL041C-B	17.0
YGL041W-A	11.0
YGL042C	2.0
YGL043W	6.0
YGL044C	0.0
YGL045W	1.0
YGL047W	12.0
YGL048C	30.0
YGL049C	2.0
YGL050W	10.0
YGL051W	0.0
YGL052W	6.0
YGL053W	1.156
YGL054C	22.0
YGL055W	11.0
YGL056C	0.0
YGL057C	14.0
YGL058W	8.0
YGL059W	6.0
YGL060W	0.0
YGL061C	3.0
YGL062W	5.0
YGL063C-A	0.0
YGL063W	12.0
YGL064C	6.0
YGL065C	3.0
YGL066W	3.0
YGL067W	4.0
YGL068W	0.0
YGL069C	12.0
YGL070C	20.0
YGL071W	1.0
YGL072C	6.903
YGL073W	6.097
YGL074C	0.0
YGL075C	1.0
YGL076C	481.26
YGL077C	3.0
YGL078C	9.0
YGL079W	7.0
YGL080W	10.0
YGL081W	0.0
YGL082W	3.0
YGL083W	8.0
YGL084C	4.0
YGL085W	14.0
YGL086W	1.0
YGL087C	11.0
YGL088W	73.0
YGL089C	0.0
YGL090W	0.0
YGL091C	8.0
YGL092W	1.0
YGL093W	1.0
YGL094C	1.0
YGL095C	4.0
YGL096W	5.0
YGL097W	6.0
YGL098W	1.0
YGL099W	2.0
YGL100W	12.0
YGL101W	2.0
YGL102C	4.935
YGL103W	673.065
YGL104C	0.0
YGL105W	137.0
YGL106W	1.0
YGL107C	3.0
YGL108C	0.0
YGL109W	0.0
YGL110C	1.0
YGL111W	10.0
YGL112C	14.0
YGL113W	5.0
YGL114W	9.0
YGL115W	7.0
YGL116W	11.0
YGL117W	12.0
YGL118C	0.0
YGL119W	3.0
YGL120C	11.0
YGL121C	2.0
YGL122C	1.0
YGL123C-A	854.974
YGL123W	1121.345
YGL124C	7.0
YGL125W	2.0
YGL126W	0.0
YGL127C	5.0
YGL128C	9.0
YGL129C	1.0
YGL130W	16.0
YGL131C	0.0
YGL132W	0.0
YGL133W	3.0
YGL134W	11.0
YGL135W	176.887
YGL136C	5.0
YGL137W	21.0
YGL138C	0.0
YGL139W	0.0
YGL140C	2.0
YGL141W	5.0
YGL142C	3.0
YGL143C	0.0
YGL144C	6.0
YGL145W	5.0
YGL146C	1.0
YGL147C	182.0
YGL148W	170.0
YGL149W	4.0
YGL150C	5.0
YGL151W	8.0
YGL152C	10.909
YGL153W	1.091
YGL154C	15.0
YGL155W	0.0
YGL156W	2.0
YGL157W	22.0
YGL158W	0.0
YGL159W	8.0
YGL160W	0.0
YGL161C	6.0
YGL162W	15.0
YGL163C	1.0
YGL164C	3.0
YGL165C	1.449
YGL166W	6.551
YGL167C	10.463
YGL168W	2.537
YGL169W	5.0
YGL170C	1.0
YGL171W	13.0
YGL172W	5.0
YGL173C	5.0
YGL174W	1.0
YGL175C	0.0
YGL176C	1.0
YGL177W	0.0
YGL178W	2.0
YGL179C	6.0
YGL180W	1.0
YGL181W	1.0
YGL182C	0.0
YGL183C	0.0
YGL184C	0.0
YGL185C	11.0
YGL186C	28.0
YGL187C	5.0
YGL188C	4.0
YGL188C-A	1.0
YGL189C	439.553
YGL190C	1.0
YGL191W	6.0
YGL192W	2.0
YGL193C	0.0
YGL194C	5.0
YGL194C-A	2.0
YGL195W	10.0
YGL196W	12.0
YGL197W	1.0
YGL198W	4.971
YGL199C	58.029
YGL200C	21.0
YGL201C	3.0
YGL202W	12.0
YGL203C	9.0
YGL204C	1.0
YGL205W	1.0
YGL206C	9.0
YGL207W	8.0
YGL208W	16.0
YGL209W	6.0
YGL210W	9.0
YGL211W	17.0
YGL212W	1.0
YGL213C	10.772
YGL214W	4.228
YGL215W	9.0
YGL216W	11.0
YGL217C	0.0
YGL218W	61.924
YGL219C	6.076
YGL220W	242.0
YGL221C	18.0
YGL222C	0.0
YGL223C	20.0
YGL224C	14.0
YGL225W	61.0
YGL226C-A	41.0
YGL226W	0.0
YGL227W	7.0
YGL228W	12.0
YGL229C	7.0
YGL230C	1.0
YGL231C	22.0
YGL232W	7.0
YGL233W	2.0
YGL234W	26.0
YGL235W	0.0
YGL236C	4.0
YGL237C	4.0
YGL238W	10.0
YGL239C	2.0
YGL240W	3.0
YGL241W	2.0
YGL242C	2.0
YGL243W	21.0
YGL244W	72.0
YGL245W	23.0
YGL246C	1.0
YGL247W	5.0
YGL248W	4.0
YGL249W	5.0
YGL250W	1.0
YGL251C	6.0
YGL252C	13.0
YGL253W	66.0
YGL254W	1.0
YGL255W	1.0
YGL256W	2.0
YGL257C	3.0
YGL258W	0.0
YGL258W-A	0.0
YGL259W	0.0
YGL260W	0.0
YGL261C	0.0
YGL262W	0.0
YGL263W	0.0
YGR001C	13.0
YGR002C	2.0
YGR003W	4.0
YGR004W	1.0
YGR005C	3.0
YGR006W	1.0
YGR007W	11.0
YGR008C	15.0
YGR009C	3.0
YGR010W	0.0
YGR011W	2.0
YGR012W	6.0
YGR013W	6.0
YGR014W	26.0
YGR015C	12.0
YGR016W	3.0
YGR017W	9.0
YGR018C	0.0
YGR019W	8.0
YGR020C	6.0
YGR021W	1.0
YGR022C	0.0
YGR023W	0.0
YGR024C	0.0
YGR025W	8.0
YGR026W	2.0
YGR027C	109.145
YGR028W	4.0
YGR029W	38.0
YGR030C	9.0
YGR031C-A	0.0
YGR031W	25.0
YGR032W	6.0
YGR033C	11.0
YGR034W	540.033
YGR035C	3.0
YGR035W-A	0.0
YGR036C	6.0
YGR037C	130.0
YGR038W	10.0
YGR039W	2.0
YGR040W	10.0
YGR041W	4.0
YGR042W	4.0
YGR043C	1.0
YGR044C	0.0
YGR045C	1.0
YGR046W	0.0
YGR047C	4.0
YGR048W	10.0
YGR049W	9.0
YGR050C	8.0
YGR051C	0.0
YGR052W	0.0
YGR053C	0.0
YGR054W	2.0
YGR055W	25.0
YGR056W	8.0
YGR057C	0.0
YGR058W	3.0
YGR059W	0.0
YGR060W	48.0
YGR061C	19.0
YGR062C	13.0
YGR063C	4.411
YGR064W	215.589
YGR065C	4.0
YGR066C	0.0
YGR067C	0.0
YGR068C	8.0
YGR068W-A	0.0
YGR069W	1.0
YGR070W	0.0
YGR071C	0.0
YGR072W	7.0
YGR073C	13.0
YGR074W	0.0
YGR075C	7.0
YGR076C	2.0
YGR077C	3.0
YGR078C	7.0
YGR079W	18.0
YGR080W	4.0
YGR081C	20.0
YGR082W	123.0
YGR083C	5.0
YGR084C	52.0
YGR085C	353.614
YGR086C	95.0
YGR087C	0.0
YGR088W	1.0
YGR089W	3.0
YGR090W	2.0
YGR091W	5.0
YGR092W	3.0
YGR093W	17.0
YGR094W	11.0
YGR095C	4.0
YGR096W	8.0
YGR097W	1.0
YGR098C	2.0
YGR099W	1.0
YGR100W	2.0
YGR101W	20.0
YGR102C	9.0
YGR103W	21.0
YGR104C	1.0
YGR105W	10.0
YGR106C	8.0
YGR107W	0.0
YGR108W	8.0
YGR109C	2.0
YGR110W	0.0
YGR111W	1.0
YGR112W	0.0
YGR113W	8.0
YGR114C	31.724
YGR115C	0.0
YGR116W	11.276
YGR117C	2.0
YGR118W	418.344
YGR119C	9.0
YGR120C	2.0
YGR121C	4.0
YGR121W-A	1.0
YGR122C-A	0.0
YGR122W	2.0
YGR123C	2.0
YGR124W	30.0
YGR125W	8.0
YGR126W	0.0
YGR127W	2.0
YGR128C	7.0
YGR129W	3.0
YGR130C	5.0
YGR131W	3.0
YGR132C	8.0
YGR133W	7.0
YGR134W	5.0
YGR135W	19.0
YGR136W	19.267
YGR137W	1.733
YGR138C	5.025
YGR139W	1.0
YGR140W	2.0
YGR141W	3.0
YGR142W	0.0
YGR143W	1.0
YGR144W	0.0
YGR145W	7.0
YGR146C	1.0
YGR146C-A	2.0
YGR147C	7.0
YGR148C	190.0
YGR149W	1.0
YGR150C	2.0
YGR151C	4.927
YGR152C	1.073
YGR153W	0.0
YGR154C	2.0
YGR155W	17.0
YGR156W	33.0
YGR157W	30.0
YGR158C	15.0
YGR159C	63.731
YGR160W	43.269
YGR161C	6.0
YGR161W-C	7.0
YGR162W	4.0
YGR163W	7.0
YGR164W	5.0
YGR165W	12.0
YGR166W	0.0
YGR167W	21.0
YGR168C	4.0
YGR169C	2.0
YGR169C-A	8.0
YGR170W	8.0
YGR171C	10.0
YGR172C	26.0
YGR173W	11.0
YGR174C	8.0
YGR174W-A	0.0
YGR175C	13.0
YGR176W	0.0
YGR177C	2.0
YGR178C	6.0
YGR179C	0.0
YGR180C	2.0
YGR181W	37.0
YGR182C	117.0
YGR183C	12.0
YGR184C	8.0
YGR185C	37.0
YGR186W	3.0
YGR187C	27.0
YGR188C	4.0
YGR189C	31.0
YGR190C	0.0
YGR191W	31.0
YGR192C	3939.718
YGR193C	2.0
YGR194C	2.0
YGR195W	1.0
YGR196C	23.0
YGR197C	0.0
YGR198W	3.0
YGR199W	7.0
YGR200C	14.0
YGR201C	27.0
YGR202C	4.0
YGR203W	25.0
YGR204C-A	14.0
YGR204W	24.0
YGR205W	2.0
YGR206W	0.0
YGR207C	29.0
YGR208W	15.0
YGR209C	81.0
YGR210C	23.0
YGR211W	9.0
YGR212W	1.0
YGR213C	2.0
YGR214W	269.0
YGR215W	9.0
YGR216C	3.0
YGR217W	1.0
YGR218W	5.0
YGR219W	34.639
YGR220C	70.361
YGR221C	5.0
YGR222W	5.0
YGR223C	0.0
YGR224W	1.0
YGR225W	0.0
YGR226C	0.0
YGR227W	2.0
YGR228W	0.0
YGR229C	0.0
YGR230W	1.0
YGR231C	19.0
YGR232W	11.0
YGR233C	15.0
YGR234W	112.0
YGR235C	6.0
YGR236C	0.0
YGR237C	3.0
YGR238C	2.0
YGR239C	22.0
YGR240C	23.0
YGR240C-A	1.0
YGR241C	8.0
YGR242W	0.0
YGR243W	0.0
YGR244C	10.0
YGR245C	22.0
YGR246C	4.0
YGR247W	0.0
YGR248W	1.0
YGR249W	0.0
YGR250C	0.0
YGR251W	0.0
YGR252W	14.0
YGR253C	29.0
YGR254W	154.678
YGR255C	7.0
YGR256W	5.0
YGR257C	6.0
